"","Name","Type","Magnitude","Distance","Constellation","RA","DEC","Other.Names","dec_n","ra_n","script"
"7456","NGC 7456","Galaxy","11.9",49.226,"Grus","23h02m","-39°34'","",-38.4333333333333,345.5,"planetarium.addPointer({
    'ra':  345.5 ,
    'dec':  -38.4333333333333 ,
    'label': ' NGC 7456 ',
    'colour': ' rgb(255,0,0) '});"
"7458","NGC 7458","Galaxy","12.5",222.984,"Pisces","23h01m","+01°45'","",1.75,345.25,"planetarium.addPointer({
    'ra':  345.25 ,
    'dec':  1.75 ,
    'label': ' NGC 7458 ',
    'colour': ' rgb(255,0,0) '});"
"7460","NGC 7460","Galaxy","13.0",121.924,"Pisces","23h01m","+02°15'","",2.25,345.25,"planetarium.addPointer({
    'ra':  345.25 ,
    'dec':  2.25 ,
    'label': ' NGC 7460 ',
    'colour': ' rgb(255,0,0) '});"
"7461","NGC 7461","Galaxy","14.5",165.934,"Pegasus","23h01m","+15°34'","",15.5666666666667,345.25,"planetarium.addPointer({
    'ra':  345.25 ,
    'dec':  15.5666666666667 ,
    'label': ' NGC 7461 ',
    'colour': ' rgb(255,0,0) '});"
"7462","NGC 7462","Galaxy","12.2",33.741,"Grus","23h02m","-40°50'","",-39.1666666666667,345.5,"planetarium.addPointer({
    'ra':  345.5 ,
    'dec':  -39.1666666666667 ,
    'label': ' NGC 7462 ',
    'colour': ' rgb(255,0,0) '});"
"7463","NGC 7463","Galaxy","13.2",106.439,"Pegasus","23h01m","+15°58'","",15.9666666666667,345.25,"planetarium.addPointer({
    'ra':  345.25 ,
    'dec':  15.9666666666667 ,
    'label': ' NGC 7463 ',
    'colour': ' rgb(255,0,0) '});"
"7464","NGC 7464","Galaxy","14.4",85.086,"Pegasus","23h01m","+15°58'","",15.9666666666667,345.25,"planetarium.addPointer({
    'ra':  345.25 ,
    'dec':  15.9666666666667 ,
    'label': ' NGC 7464 ',
    'colour': ' rgb(255,0,0) '});"
"7465","NGC 7465","Galaxy","13.3",89.161,"Pegasus","23h02m","+15°57'","Mrk 313",15.95,345.5,"planetarium.addPointer({
    'ra':  345.5 ,
    'dec':  15.95 ,
    'label': ' NGC 7465 ',
    'colour': ' rgb(255,0,0) '});"
"7466","NGC 7466","Galaxy","14.4",300.898,"Pegasus","23h02m","+27°03'","Mrk 1127",27.05,345.5,"planetarium.addPointer({
    'ra':  345.5 ,
    'dec':  27.05 ,
    'label': ' NGC 7466 ',
    'colour': ' rgb(255,0,0) '});"
"7468","NGC 7468","Galaxy","14.0",94.214,"Pegasus","23h02m","+16°36'","Mrk 314",16.6,345.5,"planetarium.addPointer({
    'ra':  345.5 ,
    'dec':  16.6 ,
    'label': ' NGC 7468 ',
    'colour': ' rgb(255,0,0) '});"
"7483","NGC 7483","Galaxy","14.2",130.4,"Pisces","23h05m","+03°32'","",3.53333333333333,346.25,"planetarium.addPointer({
    'ra':  346.25 ,
    'dec':  3.53333333333333 ,
    'label': ' NGC 7483 ',
    'colour': ' rgb(255,0,0) '});"
"7488","NGC 7488","Galaxy","14.6",316.22,"Pisces","23h07m","+00°56'","",0.933333333333333,346.75,"planetarium.addPointer({
    'ra':  346.75 ,
    'dec':  0.933333333333333 ,
    'label': ' NGC 7488 ',
    'colour': ' rgb(255,0,0) '});"
"7489","NGC 7489","Galaxy","14.2",247.597,"Pegasus","23h07m","+22°59'","",22.9833333333333,346.75,"planetarium.addPointer({
    'ra':  346.75 ,
    'dec':  22.9833333333333 ,
    'label': ' NGC 7489 ',
    'colour': ' rgb(255,0,0) '});"
"7491","NGC 7491","Galaxy","14.5",313.286,"Aquarius","23h08m","-05°58'","",-4.03333333333333,347,"planetarium.addPointer({
    'ra':  347 ,
    'dec':  -4.03333333333333 ,
    'label': ' NGC 7491 ',
    'colour': ' rgb(255,0,0) '});"
"7495","NGC 7495","Galaxy","13.1",208.477,"Pegasus","23h08m","+12°02'","",12.0333333333333,347,"planetarium.addPointer({
    'ra':  347 ,
    'dec':  12.0333333333333 ,
    'label': ' NGC 7495 ',
    'colour': ' rgb(255,0,0) '});"
"7496","NGC 7496","Galaxy","12.7",35.534,"Grus","23h12m","-43°46'","",-42.2333333333333,348,"planetarium.addPointer({
    'ra':  348 ,
    'dec':  -42.2333333333333 ,
    'label': ' NGC 7496 ',
    'colour': ' rgb(255,0,0) '});"
"7497","NGC 7497","Galaxy","12.3",55.746,"Pegasus","23h09m","+18°10'","",18.1666666666667,347.25,"planetarium.addPointer({
    'ra':  347.25 ,
    'dec':  18.1666666666667 ,
    'label': ' NGC 7497 ',
    'colour': ' rgb(255,0,0) '});"
"7499","NGC 7499","Galaxy","13.0",537.9,"Pisces","23h10m","+07°34'","",7.56666666666667,347.5,"planetarium.addPointer({
    'ra':  347.5 ,
    'dec':  7.56666666666667 ,
    'label': ' NGC 7499 ',
    'colour': ' rgb(255,0,0) '});"
"7503","NGC 7503","Galaxy","13.5",461.29,"Pisces","23h10m","+07°34'","",7.56666666666667,347.5,"planetarium.addPointer({
    'ra':  347.5 ,
    'dec':  7.56666666666667 ,
    'label': ' NGC 7503 ',
    'colour': ' rgb(255,0,0) '});"
"7506","NGC 7506","Galaxy","14.2",173.269,"Pisces","23h11m","-02°09'","",-1.85,347.75,"planetarium.addPointer({
    'ra':  347.75 ,
    'dec':  -1.85 ,
    'label': ' NGC 7506 ',
    'colour': ' rgb(255,0,0) '});"
"7507","NGC 7507","Galaxy","10.0",71.231,"Sculptor","23h12m","-28°32'","",-27.4666666666667,348,"planetarium.addPointer({
    'ra':  348 ,
    'dec':  -27.4666666666667 ,
    'label': ' NGC 7507 ',
    'colour': ' rgb(255,0,0) '});"
"7511","NGC 7511","Galaxy","15.0",185.168,"Pegasus","23h12m","+13°43'","",13.7166666666667,348,"planetarium.addPointer({
    'ra':  348 ,
    'dec':  13.7166666666667 ,
    'label': ' NGC 7511 ',
    'colour': ' rgb(255,0,0) '});"
"7513","NGC 7513","Galaxy","11.8",63.57,"Sculptor","23h13m","-28°21'","",-27.65,348.25,"planetarium.addPointer({
    'ra':  348.25 ,
    'dec':  -27.65 ,
    'label': ' NGC 7513 ',
    'colour': ' rgb(255,0,0) '});"
"7514","NGC 7514","Galaxy","13.2",200.001,"Pegasus","23h12m","+34°52'","",34.8666666666667,348,"planetarium.addPointer({
    'ra':  348 ,
    'dec':  34.8666666666667 ,
    'label': ' NGC 7514 ',
    'colour': ' rgb(255,0,0) '});"
"7518","NGC 7518","Galaxy","14.5",113.448,"Pisces","23h13m","+06°19'","Mrk 527",6.31666666666667,348.25,"planetarium.addPointer({
    'ra':  348.25 ,
    'dec':  6.31666666666667 ,
    'label': ' NGC 7518 ',
    'colour': ' rgb(255,0,0) '});"
"7533","NGC 7533","Galaxy","15.7",371.64,"Pisces","23h14m","-02°02'","",-1.96666666666667,348.5,"planetarium.addPointer({
    'ra':  348.5 ,
    'dec':  -1.96666666666667 ,
    'label': ' NGC 7533 ',
    'colour': ' rgb(255,0,0) '});"
"7535","NGC 7535","Galaxy","13.7",162.022,"Pegasus","23h14m","+13°34'","",13.5666666666667,348.5,"planetarium.addPointer({
    'ra':  348.5 ,
    'dec':  13.5666666666667 ,
    'label': ' NGC 7535 ',
    'colour': ' rgb(255,0,0) '});"
"7536","NGC 7536","Galaxy","13.4",184.19,"Pegasus","23h14m","+13°25'","",13.4166666666667,348.5,"planetarium.addPointer({
    'ra':  348.5 ,
    'dec':  13.4166666666667 ,
    'label': ' NGC 7536 ',
    'colour': ' rgb(255,0,0) '});"
"7541","NGC 7541","Galaxy","11.8",115.73,"Pisces","23h14m","+04°32'","",4.53333333333333,348.5,"planetarium.addPointer({
    'ra':  348.5 ,
    'dec':  4.53333333333333 ,
    'label': ' NGC 7541 ',
    'colour': ' rgb(255,0,0) '});"
"7543","NGC 7543","Galaxy","14.2",269.765,"Pegasus","23h14m","+28°19'","",28.3166666666667,348.5,"planetarium.addPointer({
    'ra':  348.5 ,
    'dec':  28.3166666666667 ,
    'label': ' NGC 7543 ',
    'colour': ' rgb(255,0,0) '});"
"7544","NGC 7544","Galaxy","15.9",361.86,"Pisces","23h14m","-02°11'","",-1.81666666666667,348.5,"planetarium.addPointer({
    'ra':  348.5 ,
    'dec':  -1.81666666666667 ,
    'label': ' NGC 7544 ',
    'colour': ' rgb(255,0,0) '});"
"7549","NGC 7549","Galaxy","14.1",223.962,"Pegasus","23h15m","+19°02'","",19.0333333333333,348.75,"planetarium.addPointer({
    'ra':  348.75 ,
    'dec':  19.0333333333333 ,
    'label': ' NGC 7549 ',
    'colour': ' rgb(255,0,0) '});"
"7550","NGC 7550","Galaxy","13.2",209.618,"Pegasus","23h15m","+18°57'","",18.95,348.75,"planetarium.addPointer({
    'ra':  348.75 ,
    'dec':  18.95 ,
    'label': ' NGC 7550 ',
    'colour': ' rgb(255,0,0) '});"
"7552","NGC 7552","Galaxy","11.4",36.675,"Grus","23h16m","-42°35'","",-41.4166666666667,349,"planetarium.addPointer({
    'ra':  349 ,
    'dec':  -41.4166666666667 ,
    'label': ' NGC 7552 ',
    'colour': ' rgb(255,0,0) '});"
"7562","NGC 7562","Galaxy","14.8",148.493,"Pisces","23h16m","+06°39'","",6.65,349,"planetarium.addPointer({
    'ra':  349 ,
    'dec':  6.65 ,
    'label': ' NGC 7562 ',
    'colour': ' rgb(255,0,0) '});"
"7563","NGC 7563","Galaxy","12.8",192.829,"Pegasus","23h15m","+13°11'","",13.1833333333333,348.75,"planetarium.addPointer({
    'ra':  348.75 ,
    'dec':  13.1833333333333 ,
    'label': ' NGC 7563 ',
    'colour': ' rgb(255,0,0) '});"
"7566","NGC 7566","Galaxy","14.4",324.044,"Pisces","23h16m","-02°19'","",-1.68333333333333,349,"planetarium.addPointer({
    'ra':  349 ,
    'dec':  -1.68333333333333 ,
    'label': ' NGC 7566 ',
    'colour': ' rgb(255,0,0) '});"
"7568","NGC 7568","Galaxy","14.5",368.38,"Pegasus","23h16m","+24°29'","",24.4833333333333,349,"planetarium.addPointer({
    'ra':  349 ,
    'dec':  24.4833333333333 ,
    'label': ' NGC 7568 ',
    'colour': ' rgb(255,0,0) '});"
"7570","NGC 7570","Galaxy","13.2",147.678,"Pegasus","23h16m","+13°28'","",13.4666666666667,349,"planetarium.addPointer({
    'ra':  349 ,
    'dec':  13.4666666666667 ,
    'label': ' NGC 7570 ',
    'colour': ' rgb(255,0,0) '});"
"7571","NGC 7571","Galaxy","14.9",528.12,"Pegasus","23h18m","+18°41'","",18.6833333333333,349.5,"planetarium.addPointer({
    'ra':  349.5 ,
    'dec':  18.6833333333333 ,
    'label': ' NGC 7571 ',
    'colour': ' rgb(255,0,0) '});"
"7580","NGC 7580","Galaxy","14.8",226.081,"Pegasus","23h17m","+14°00'","Mrk 318",14,349.25,"planetarium.addPointer({
    'ra':  349.25 ,
    'dec':  14 ,
    'label': ' NGC 7580 ',
    'colour': ' rgb(255,0,0) '});"
"7587","NGC 7587","Galaxy","12.1",378.16,"Pegasus","23h17m","+09°40'","",9.66666666666667,349.25,"planetarium.addPointer({
    'ra':  349.25 ,
    'dec':  9.66666666666667 ,
    'label': ' NGC 7587 ',
    'colour': ' rgb(255,0,0) '});"
"7589","NGC 7589","Galaxy","17.0",404.24,"Pisces","23h18m","+00°15'","",0.25,349.5,"planetarium.addPointer({
    'ra':  349.5 ,
    'dec':  0.25 ,
    'label': ' NGC 7589 ',
    'colour': ' rgb(255,0,0) '});"
"7590","NGC 7590","Galaxy","12.3",86.227,"Grus","23h18m","-42°14'","",-41.7666666666667,349.5,"planetarium.addPointer({
    'ra':  349.5 ,
    'dec':  -41.7666666666667 ,
    'label': ' NGC 7590 ',
    'colour': ' rgb(255,0,0) '});"
"7591","NGC 7591","Galaxy","13.2",204.239,"Pisces","23h18m","+06°35'","",6.58333333333333,349.5,"planetarium.addPointer({
    'ra':  349.5 ,
    'dec':  6.58333333333333 ,
    'label': ' NGC 7591 ',
    'colour': ' rgb(255,0,0) '});"
"7593","NGC 7593","Galaxy","13.5",178.485,"Pegasus","23h17m","+11°20'","",11.3333333333333,349.25,"planetarium.addPointer({
    'ra':  349.25 ,
    'dec':  11.3333333333333 ,
    'label': ' NGC 7593 ',
    'colour': ' rgb(255,0,0) '});"
"7594","NGC 7594","Galaxy","13.8",441.73,"Pegasus","23h18m","+10°17'","",10.2833333333333,349.5,"planetarium.addPointer({
    'ra':  349.5 ,
    'dec':  10.2833333333333 ,
    'label': ' NGC 7594 ',
    'colour': ' rgb(255,0,0) '});"
"7598","NGC 7598","Galaxy","15.7",524.86,"Pegasus","23h18m","+18°44'","",18.7333333333333,349.5,"planetarium.addPointer({
    'ra':  349.5 ,
    'dec':  18.7333333333333 ,
    'label': ' NGC 7598 ',
    'colour': ' rgb(255,0,0) '});"
"7599","NGC 7599","Galaxy","11.3",63.244,"Grus","23h19m","-42°15'","",-41.75,349.75,"planetarium.addPointer({
    'ra':  349.75 ,
    'dec':  -41.75 ,
    'label': ' NGC 7599 ',
    'colour': ' rgb(255,0,0) '});"
"7600","NGC 7600","Galaxy","11.9",127.14,"Aquarius","23h18m","-07°34'","",-6.43333333333333,349.5,"planetarium.addPointer({
    'ra':  349.5 ,
    'dec':  -6.43333333333333 ,
    'label': ' NGC 7600 ',
    'colour': ' rgb(255,0,0) '});"
"7601","NGC 7601","Galaxy","14.0",381.42,"Pegasus","23h18m","+09°14'","",9.23333333333333,349.5,"planetarium.addPointer({
    'ra':  349.5 ,
    'dec':  9.23333333333333 ,
    'label': ' NGC 7601 ',
    'colour': ' rgb(255,0,0) '});"
"7602","NGC 7602","Galaxy","15.5",524.86,"Pegasus","23h18m","+18°41'","",18.6833333333333,349.5,"planetarium.addPointer({
    'ra':  349.5 ,
    'dec':  18.6833333333333 ,
    'label': ' NGC 7602 ',
    'colour': ' rgb(255,0,0) '});"
"7604","NGC 7604","Galaxy","15.2",129.096,"Pisces","23h17m","+07°25'","",7.41666666666667,349.25,"planetarium.addPointer({
    'ra':  349.25 ,
    'dec':  7.41666666666667 ,
    'label': ' NGC 7604 ',
    'colour': ' rgb(255,0,0) '});"
"7608","NGC 7608","Galaxy","14.2",151.916,"Pegasus","23h19m","+08°21'","",8.35,349.75,"planetarium.addPointer({
    'ra':  349.75 ,
    'dec':  8.35 ,
    'label': ' NGC 7608 ',
    'colour': ' rgb(255,0,0) '});"
"7610","NGC 7610","Galaxy","13.1",142.462,"Pegasus","23h19m","+10°11'","",10.1833333333333,349.75,"planetarium.addPointer({
    'ra':  349.75 ,
    'dec':  10.1833333333333 ,
    'label': ' NGC 7610 ',
    'colour': ' rgb(255,0,0) '});"
"7611","NGC 7611","Galaxy","12.6",139.039,"Pisces","23h19m","+08°03'","",8.05,349.75,"planetarium.addPointer({
    'ra':  349.75 ,
    'dec':  8.05 ,
    'label': ' NGC 7611 ',
    'colour': ' rgb(255,0,0) '});"
"7612","NGC 7612","Galaxy","12.8",149.308,"Pegasus","23h19m","+08°34'","",8.56666666666667,349.75,"planetarium.addPointer({
    'ra':  349.75 ,
    'dec':  8.56666666666667 ,
    'label': ' NGC 7612 ',
    'colour': ' rgb(255,0,0) '});"
"7615","NGC 7615","Galaxy","14.3",160.555,"Pegasus","23h19m","+08°23'","",8.38333333333333,349.75,"planetarium.addPointer({
    'ra':  349.75 ,
    'dec':  8.38333333333333 ,
    'label': ' NGC 7615 ',
    'colour': ' rgb(255,0,0) '});"
"7617","NGC 7617","Galaxy","13.9",191.036,"Pisces","23h20m","+08°09'","",8.15,350,"planetarium.addPointer({
    'ra':  350 ,
    'dec':  8.15 ,
    'label': ' NGC 7617 ',
    'colour': ' rgb(255,0,0) '});"
"7623","NGC 7623","Galaxy","12.8",170.498,"Pegasus","23h20m","+08°23'","",8.38333333333333,350,"planetarium.addPointer({
    'ra':  350 ,
    'dec':  8.38333333333333 ,
    'label': ' NGC 7623 ',
    'colour': ' rgb(255,0,0) '});"
"7625","NGC 7625","Galaxy","12.1",102.364,"Pegasus","23h20m","+17°13'","Arp 212",17.2166666666667,350,"planetarium.addPointer({
    'ra':  350 ,
    'dec':  17.2166666666667 ,
    'label': ' NGC 7625 ',
    'colour': ' rgb(255,0,0) '});"
"7627","NGC 7627","Galaxy","15.1",361.86,"Pegasus","23h22m","+11°53'","",11.8833333333333,350.5,"planetarium.addPointer({
    'ra':  350.5 ,
    'dec':  11.8833333333333 ,
    'label': ' NGC 7627 ',
    'colour': ' rgb(255,0,0) '});"
"7631","NGC 7631","Galaxy","13.1",165.282,"Pegasus","23h21m","+08°13'","",8.21666666666667,350.25,"planetarium.addPointer({
    'ra':  350.25 ,
    'dec':  8.21666666666667 ,
    'label': ' NGC 7631 ',
    'colour': ' rgb(255,0,0) '});"
"7632","NGC 7632","Galaxy","12.2",62.918,"Grus","23h22m","-42°28'","",-41.5333333333333,350.5,"planetarium.addPointer({
    'ra':  350.5 ,
    'dec':  -41.5333333333333 ,
    'label': ' NGC 7632 ',
    'colour': ' rgb(255,0,0) '});"
"7634","NGC 7634","Galaxy","12.6",169.52,"Pegasus","23h21m","+08°53'","",8.88333333333333,350.25,"planetarium.addPointer({
    'ra':  350.25 ,
    'dec':  8.88333333333333 ,
    'label': ' NGC 7634 ',
    'colour': ' rgb(255,0,0) '});"
"7643","NGC 7643","Galaxy","13.2",182.397,"Pegasus","23h22m","+11°59'","",11.9833333333333,350.5,"planetarium.addPointer({
    'ra':  350.5 ,
    'dec':  11.9833333333333 ,
    'label': ' NGC 7643 ',
    'colour': ' rgb(255,0,0) '});"
"7646","NGC 7646","Galaxy","14.0",254.932,"Aquarius","23h24m","-11°51'","",-10.15,351,"planetarium.addPointer({
    'ra':  351 ,
    'dec':  -10.15 ,
    'label': ' NGC 7646 ',
    'colour': ' rgb(255,0,0) '});"
"7648","NGC 7648","Galaxy","12.9",126.651,"Pegasus","23h23m","+09°40'","",9.66666666666667,350.75,"planetarium.addPointer({
    'ra':  350.75 ,
    'dec':  9.66666666666667 ,
    'label': ' NGC 7648 ',
    'colour': ' rgb(255,0,0) '});"
"7649","NGC 7649","Galaxy","13.6",550.94,"Pegasus","23h24m","+14°38'","",14.6333333333333,351,"planetarium.addPointer({
    'ra':  351 ,
    'dec':  14.6333333333333 ,
    'label': ' NGC 7649 ',
    'colour': ' rgb(255,0,0) '});"
"7652","NGC 7652","Galaxy","14.5",410.76,"Tucana","23h25m","-57°53'","",-56.1166666666667,351.25,"planetarium.addPointer({
    'ra':  351.25 ,
    'dec':  -56.1166666666667 ,
    'label': ' NGC 7652 ',
    'colour': ' rgb(255,0,0) '});"
"7653","NGC 7653","Galaxy","12.7",195.926,"Pegasus","23h24m","+15°16'","",15.2666666666667,351,"planetarium.addPointer({
    'ra':  351 ,
    'dec':  15.2666666666667 ,
    'label': ' NGC 7653 ',
    'colour': ' rgb(255,0,0) '});"
"7660","NGC 7660","Galaxy","12.7",194.622,"Pegasus","23h25m","+27°01'","",27.0166666666667,351.25,"planetarium.addPointer({
    'ra':  351.25 ,
    'dec':  27.0166666666667 ,
    'label': ' NGC 7660 ',
    'colour': ' rgb(255,0,0) '});"
"7661","NGC 7661","Galaxy","14.1",105.95,"Tucana","23h27m","-65°16'","",-64.7333333333333,351.75,"planetarium.addPointer({
    'ra':  351.75 ,
    'dec':  -64.7333333333333 ,
    'label': ' NGC 7661 ',
    'colour': ' rgb(255,0,0) '});"
"7664","NGC 7664","Galaxy","12.7",156.48,"Pegasus","23h26m","+25°04'","",25.0666666666667,351.5,"planetarium.addPointer({
    'ra':  351.5 ,
    'dec':  25.0666666666667 ,
    'label': ' NGC 7664 ',
    'colour': ' rgb(255,0,0) '});"
"7667","NGC 7667","Galaxy","14.6",58.028,"Pisces","23h24m","-00°06'","",0.1,351,"planetarium.addPointer({
    'ra':  351 ,
    'dec':  0.1 ,
    'label': ' NGC 7667 ',
    'colour': ' rgb(255,0,0) '});"
"7676","NGC 7676","Galaxy","13.5",141.81,"Tucana","23h29m","-59°43'","",-58.2833333333333,352.25,"planetarium.addPointer({
    'ra':  352.25 ,
    'dec':  -58.2833333333333 ,
    'label': ' NGC 7676 ',
    'colour': ' rgb(255,0,0) '});"
"7677","NGC 7677","Galaxy","13.1",165.282,"Pegasus","23h28m","+23°31'","Mrk 326",23.5166666666667,352,"planetarium.addPointer({
    'ra':  352 ,
    'dec':  23.5166666666667 ,
    'label': ' NGC 7677 ',
    'colour': ' rgb(255,0,0) '});"
"7679","NGC 7679","Galaxy","13.2",186.798,"Pisces","23h28m","+03°30'","Mrk 534",3.5,352,"planetarium.addPointer({
    'ra':  352 ,
    'dec':  3.5 ,
    'label': ' NGC 7679 ',
    'colour': ' rgb(255,0,0) '});"
"7680","NGC 7680","Galaxy","12.5",259.333,"Pegasus","23h28m","+32°24'","",32.4,352,"planetarium.addPointer({
    'ra':  352 ,
    'dec':  32.4 ,
    'label': ' NGC 7680 ',
    'colour': ' rgb(255,0,0) '});"
"7682","NGC 7682","Galaxy","13.9",186.798,"Pisces","23h29m","+03°32'","",3.53333333333333,352.25,"planetarium.addPointer({
    'ra':  352.25 ,
    'dec':  3.53333333333333 ,
    'label': ' NGC 7682 ',
    'colour': ' rgb(255,0,0) '});"
"7685","NGC 7685","Galaxy","13.2",281.501,"Pisces","23h30m","+03°54'","",3.9,352.5,"planetarium.addPointer({
    'ra':  352.5 ,
    'dec':  3.9 ,
    'label': ' NGC 7685 ',
    'colour': ' rgb(255,0,0) '});"
"7690","NGC 7690","Galaxy","12.3",71.068,"Phoenix","23h33m","-51°41'","",-50.3166666666667,353.25,"planetarium.addPointer({
    'ra':  353.25 ,
    'dec':  -50.3166666666667 ,
    'label': ' NGC 7690 ',
    'colour': ' rgb(255,0,0) '});"
"7694","NGC 7694","Galaxy","13.9",46.618,"Pisces","23h33m","-02°42'","",-1.3,353.25,"planetarium.addPointer({
    'ra':  353.25 ,
    'dec':  -1.3 ,
    'label': ' NGC 7694 ',
    'colour': ' rgb(255,0,0) '});"
"7697","NGC 7697","Galaxy","14.3",95.355,"Tucana","23h34m","-65°23'","",-64.6166666666667,353.5,"planetarium.addPointer({
    'ra':  353.5 ,
    'dec':  -64.6166666666667 ,
    'label': ' NGC 7697 ',
    'colour': ' rgb(255,0,0) '});"
"7701","NGC 7701","Galaxy","14.4",199.512,"Pisces","23h34m","-02°51'","",-1.15,353.5,"planetarium.addPointer({
    'ra':  353.5 ,
    'dec':  -1.15 ,
    'label': ' NGC 7701 ',
    'colour': ' rgb(255,0,0) '});"
"7702","NGC 7702","Galaxy","12.2",113.448,"Phoenix","23h35m","-56°00'","",-56,353.75,"planetarium.addPointer({
    'ra':  353.75 ,
    'dec':  -56 ,
    'label': ' NGC 7702 ',
    'colour': ' rgb(255,0,0) '});"
"7703","NGC 7703","Galaxy","14.7",181.908,"Pegasus","23h34m","+16°04'","",16.0666666666667,353.5,"planetarium.addPointer({
    'ra':  353.5 ,
    'dec':  16.0666666666667 ,
    'label': ' NGC 7703 ',
    'colour': ' rgb(255,0,0) '});"
"7712","NGC 7712","Galaxy","13.8",163.163,"Pegasus","23h35m","+23°37'","",23.6166666666667,353.75,"planetarium.addPointer({
    'ra':  353.75 ,
    'dec':  23.6166666666667 ,
    'label': ' NGC 7712 ',
    'colour': ' rgb(255,0,0) '});"
"7718","NGC 7718","Galaxy","15.2",563.98,"Pegasus","23h38m","+25°43'","",25.7166666666667,354.5,"planetarium.addPointer({
    'ra':  354.5 ,
    'dec':  25.7166666666667 ,
    'label': ' NGC 7718 ',
    'colour': ' rgb(255,0,0) '});"
"7720","NGC 7720","Galaxy","12.9",368.38,"Pegasus","23h38m","+27°02'","",27.0333333333333,354.5,"planetarium.addPointer({
    'ra':  354.5 ,
    'dec':  27.0333333333333 ,
    'label': ' NGC 7720 ',
    'colour': ' rgb(255,0,0) '});"
"7721","NGC 7721","Galaxy","11.7",91.28,"Aquarius","23h38m","-06°31'","",-5.48333333333333,354.5,"planetarium.addPointer({
    'ra':  354.5 ,
    'dec':  -5.48333333333333 ,
    'label': ' NGC 7721 ',
    'colour': ' rgb(255,0,0) '});"
"7723","NGC 7723","Galaxy","11.2",86.553,"Aquarius","23h38m","-12°57'","",-11.05,354.5,"planetarium.addPointer({
    'ra':  354.5 ,
    'dec':  -11.05 ,
    'label': ' NGC 7723 ',
    'colour': ' rgb(255,0,0) '});"
